,V_f (m^3),work (J)
121,0.1242,-540.5805477414731
122,0.12440000000000001,-544.593965897099
123,0.12460000000000002,-548.6009367933314
124,0.12480000000000001,-552.6014811110565
125,0.125,-556.5956194318137
126,0.1252,-560.5833722384292
127,0.1254,-564.5647599156471
128,0.12560000000000002,-568.5398027507542
129,0.12580000000000002,-572.5085209342008
130,0.126,-576.4709345602148
131,0.1262,-580.4270636274152
132,0.1264,-584.3769280394135
133,0.12660000000000002,-588.3205476054175
134,0.12680000000000002,-592.2579420408265
135,0.127,-596.1891309678216
136,0.1272,-600.1141339159558
137,0.1274,-604.0329703227318
138,0.12760000000000002,-607.9456595341824
139,0.12780000000000002,-611.8522208054424
140,0.128,-615.7526733013174
141,0.1282,-619.6470360968492
142,0.12840000000000001,-623.5353281778728
143,0.12860000000000002,-627.4175684415741
144,0.12880000000000003,-631.2937756970393
145,0.129,-635.1639686658044
146,0.1292,-639.0281659823938
147,0.12940000000000002,-642.8863861948616
148,0.12960000000000002,-646.7386477653249
149,0.12980000000000003,-650.5849690704929
150,0.13,-654.425368402196
151,0.1302,-658.2598639679036
152,0.13040000000000002,-662.0884738912443
153,0.13060000000000002,-665.9112162125207
154,0.1308,-669.7281088892162
155,0.131,-673.539169796506
156,0.1312,-677.344416727755
157,0.13140000000000002,-681.1438673950177
158,0.1316,-684.9375394295332
159,0.13180000000000003,-688.7254503822176
160,0.132,-692.5076177241464
161,0.1322,-696.2840588470442
162,0.13240000000000002,-700.0547910637601
163,0.1326,-703.8198316087453
164,0.1328,-707.5791976385258
165,0.133,-711.3329062321709
166,0.1332,-715.0809743917614
167,0.13340000000000002,-718.823419042847
168,0.1336,-722.5602570349088
169,0.1338,-726.2915051418125
170,0.134,-730.0171800622609
171,0.1342,-733.737298420243
172,0.13440000000000002,-737.4518767654772
173,0.1346,-741.1609315738538
174,0.1348,-744.8644792478755
175,0.135,-748.5625361170892
176,0.13520000000000001,-752.2551184385204
177,0.13540000000000002,-755.9422423971009
178,0.1356,-759.6239241060948
179,0.1358,-763.3001796075223
180,0.136,-766.9710248725762
181,0.13620000000000002,-770.6364758020404
182,0.13640000000000002,-774.2965482267032
183,0.1366,-777.9512579077657
184,0.1368,-781.6006205372521
185,0.137,-785.2446517384105
186,0.13720000000000002,-788.8833670661168
187,0.13740000000000002,-792.5167820072713
188,0.1376,-796.1449119811956
189,0.1378,-799.7677723400254
190,0.138,-803.3853783690981
191,0.13820000000000002,-806.9977452873419
192,0.13840000000000002,-810.604888247659
193,0.1386,-814.2068223373071
194,0.1388,-817.8035625782791
195,0.139,-821.3951239276767
196,0.13920000000000002,-824.9815212780856
197,0.13940000000000002,-828.5627694579453
198,0.1396,-832.1388832319163
199,0.1398,-835.7098773012477
200,0.14,-839.2757663041368
201,0.14020000000000002,-842.8365648160908
202,0.14040000000000002,-846.3922873502836
203,0.1406,-849.9429483579113
204,0.1408,-853.4885622285456
205,0.14100000000000001,-857.0291432904805
206,0.14120000000000002,-860.5647058110831
207,0.14140000000000003,-864.0952639971363
208,0.1416,-867.620831995182
209,0.1418,-871.141423891863
210,0.14200000000000002,-874.6570537142575
211,0.14220000000000002,-878.1677354302163
212,0.14240000000000003,-881.6734829486959
213,0.1426,-885.1743101200879
214,0.1428,-888.6702307365496
215,0.14300000000000002,-892.1612585323273
216,0.14320000000000002,-895.6474071840815
217,0.14340000000000003,-899.1286903112089
218,0.1436,-902.6051214761593
219,0.1438,-906.0767141847568
220,0.14400000000000002,-909.5434818865102
221,0.14420000000000002,-913.0054379749279
222,0.14440000000000003,-916.4625957878281
223,0.1446,-919.9149686076464
224,0.1448,-923.3625696617444
225,0.14500000000000002,-926.8054121227101
226,0.14520000000000002,-930.2435091086627
227,0.14540000000000003,-933.676873683551
228,0.1456,-937.1055188574517
229,0.1458,-940.5294575868667
230,0.14600000000000002,-943.9487027750139
231,0.14620000000000002,-947.3632672721211
232,0.14640000000000003,-950.7731638757155
233,0.1466,-954.1784053309098
234,0.1468,-957.5790043306918
235,0.14700000000000002,-960.9749735162039
236,0.1472,-964.3663254770272
237,0.14740000000000003,-967.753072751463
238,0.1476,-971.1352278268075
239,0.14780000000000001,-974.5128031396305
240,0.14800000000000002,-977.8858110760491
241,0.1482,-981.2542639719998
242,0.1484,-984.6181741135114
243,0.1486,-987.9775537369701
244,0.14880000000000002,-991.3324150293897
245,0.14900000000000002,-994.6827701286755
246,0.1492,-998.0286311238876
247,0.1494,-1001.3700100555045
248,0.1496,-1004.7069189156804
249,0.14980000000000002,-1008.0393696485048
250,0.15000000000000002,-1011.3673741502596
251,0.1502,-1014.6909442696722
252,0.1504,-1018.0100918081712
253,0.1506,-1021.324828520135
254,0.15080000000000002,-1024.6351661131432
255,0.15100000000000002,-1027.9411162482245
256,0.1512,-1031.242690540102
257,0.1514,-1034.5399005574418
258,0.1516,-1037.83275782309
259,0.15180000000000002,-1041.1212738143204
260,0.15200000000000002,-1044.4054599630704
261,0.1522,-1047.6853276561812
262,0.1524,-1050.9608882356356
263,0.1526,-1054.2321529987912
264,0.15280000000000002,-1057.4991331986148
265,0.15300000000000002,-1060.7618400439155
266,0.1532,-1064.0202846995749
267,0.1534,-1067.2744782867771
268,0.15360000000000001,-1070.5244318832347
269,0.15380000000000002,-1073.7701565234167
270,0.15400000000000003,-1077.0116631987723
271,0.1542,-1080.2489628579547
272,0.1544,-1083.482066407044
273,0.15460000000000002,-1086.7109847097638
274,0.15480000000000002,-1089.9357285877068
275,0.15500000000000003,-1093.1563088205453
276,0.1552,-1096.372736146252
277,0.1554,-1099.5850212613152
278,0.15560000000000002,-1102.7931748209467
279,0.15580000000000002,-1105.9972074393013
280,0.15600000000000003,-1109.1971296896818
281,0.1562,-1112.3929521047512
282,0.1564,-1115.5846851767405
283,0.15660000000000002,-1118.7723393576543
284,0.15680000000000002,-1121.955925059476
285,0.15700000000000003,-1125.1354526543748
286,0.1572,-1128.310932474903
287,0.1574,-1131.482374814204
288,0.15760000000000002,-1134.649789926207
289,0.15780000000000002,-1137.8131880258286
290,0.15800000000000003,-1140.9725792891716
291,0.1582,-1144.1279738537164
292,0.1584,-1147.2793818185232
293,0.15860000000000002,-1150.4268132444201
294,0.15880000000000002,-1153.5702781541981
295,0.15900000000000003,-1156.7097865328046
296,0.1592,-1159.845348327528
297,0.15940000000000001,-1162.976973448194
298,0.15960000000000002,-1166.1046717673476
299,0.15980000000000003,-1169.2284531204427
300,0.16000000000000003,-1172.3483273060292
301,0.1602,-1175.464304085931
302,0.16040000000000001,-1178.5763931854383
303,0.16060000000000002,-1181.684604293482
304,0.16080000000000003,-1184.7889470628188
305,0.16100000000000003,-1187.8894311102101
306,0.1612,-1190.9860660166005
307,0.16140000000000002,-1194.0788613272957
308,0.16160000000000002,-1197.167826552139
309,0.16180000000000003,-1200.2529711656862
310,0.16200000000000003,-1203.334304607381
311,0.1622,-1206.4118362817271
312,0.16240000000000002,-1209.4855755584622
313,0.16260000000000002,-1212.555531772727
314,0.1628,-1215.6217142252362
315,0.16300000000000003,-1218.6841321824495
316,0.1632,-1221.742794876735
317,0.16340000000000002,-1224.797711506541
318,0.16360000000000002,-1227.8488912365601
319,0.1638,-1230.8963431978923
320,0.16400000000000003,-1233.940076488214
321,0.1642,-1236.980100171933
322,0.16440000000000002,-1240.0164232803595
323,0.16460000000000002,-1243.0490548118605
324,0.1648,-1246.0780037320224
325,0.16500000000000004,-1249.1032789738106
326,0.1652,-1252.1248894377247
327,0.16540000000000002,-1255.1428439919594
328,0.16560000000000002,-1258.1571514725583
329,0.1658,-1261.1678206835688
330,0.16600000000000004,-1264.174860397199
331,0.16620000000000001,-1267.178279353967
332,0.16640000000000002,-1270.178086262858
333,0.16660000000000003,-1273.1742898014716
334,0.1668,-1276.1668986161746
335,0.16700000000000004,-1279.1559213222527
336,0.16720000000000002,-1282.1413665040525
337,0.16740000000000002,-1285.1232427151385
338,0.16760000000000003,-1288.1015584784327
339,0.1678,-1291.0763222863638
340,0.16800000000000004,-1294.0475426010148
341,0.16820000000000002,-1297.0152278542605
342,0.16840000000000002,-1299.9793864479204
343,0.16860000000000003,-1302.9400267538936
344,0.1688,-1305.8971571143031
345,0.169,-1308.8507858416401
346,0.16920000000000002,-1311.8009212188992
347,0.16940000000000002,-1314.74757149972
348,0.16960000000000003,-1317.690744908528
349,0.1698,-1320.630449640666
350,0.17,-1323.5666938625388
351,0.17020000000000002,-1326.4994857117435
352,0.17040000000000002,-1329.4288332972076
353,0.17060000000000003,-1332.354744699323
354,0.1708,-1335.2772279700775
355,0.171,-1338.1962911331925
356,0.17120000000000002,-1341.1119421842513
357,0.17140000000000002,-1344.0241890908305
358,0.17160000000000003,-1346.9330397926346
359,0.1718,-1349.8385022016196
360,0.17200000000000001,-1352.740584202128
361,0.17220000000000002,-1355.639293651014
362,0.17240000000000003,-1358.5346383777714
363,0.17260000000000003,-1361.4266261846628
364,0.1728,-1364.315264846841
365,0.17300000000000001,-1367.2005621124797
366,0.17320000000000002,-1370.0825257028948
367,0.1734,-1372.9611633126697
368,0.17360000000000003,-1375.8364826097786
369,0.1738,-1378.7084912357072
370,0.17400000000000002,-1381.5771968055788
371,0.17420000000000002,-1384.44260690827
372,0.1744,-1387.304729106535
373,0.17460000000000003,-1390.1635709371255
374,0.1748,-1393.0191399109058
375,0.17500000000000002,-1395.8714435129762
376,0.17520000000000002,-1398.7204892027878
377,0.1754,-1401.5662844142594
378,0.17560000000000003,-1404.4088365558964
379,0.1758,-1407.2481530109023
380,0.17600000000000002,-1410.084241137299
381,0.17620000000000002,-1412.9171082680366
382,0.1764,-1415.7467617111092
383,0.17660000000000003,-1418.5732087496694
384,0.1768,-1421.3964566421369
385,0.17700000000000002,-1424.2165126223144
386,0.17720000000000002,-1427.0333838994964
387,0.1774,-1429.84707765858
388,0.17760000000000004,-1432.6576010601775
389,0.1778,-1435.4649612407197
390,0.17800000000000002,-1438.269165312572
391,0.17820000000000003,-1441.0702203641376
392,0.1784,-1443.868133459966
393,0.17860000000000004,-1446.6629116408617
394,0.17880000000000001,-1449.4545619239866
395,0.17900000000000002,-1452.2430913029712
396,0.17920000000000003,-1455.0285067480145
397,0.1794,-1457.810815205992
398,0.17960000000000004,-1460.5900236005582
399,0.17980000000000002,-1463.366138832249
400,0.18000000000000002,-1466.1391677785882
401,0.18020000000000003,-1468.9091172941853
402,0.1804,-1471.6759942108392
403,0.18060000000000004,-1474.43980533764
404,0.18080000000000002,-1477.2005574610682
405,0.18100000000000002,-1479.9582573450957
406,0.18120000000000003,-1482.7129117312843
407,0.1814,-1485.464527338885
408,0.18160000000000004,-1488.2131108649369
409,0.18180000000000002,-1490.9586689843643
410,0.18200000000000002,-1493.7012083500736
411,0.18220000000000003,-1496.4407355930514
412,0.1824,-1499.177257322459
413,0.18260000000000004,-1501.9107801257296
414,0.18280000000000002,-1504.6413105686634
415,0.18300000000000002,-1507.3688551955197
416,0.18320000000000003,-1510.0934205291146
417,0.1834,-1512.8150130709116
418,0.18360000000000004,-1515.5336393011178
419,0.18380000000000002,-1518.2493056787732
420,0.18400000000000002,-1520.9620186418447
421,0.18420000000000003,-1523.6717846073166
422,0.1844,-1526.3786099712834
423,0.18460000000000004,-1529.0825011090387
424,0.18480000000000002,-1531.783464375166
425,0.18500000000000003,-1534.4815061036281
426,0.18520000000000003,-1537.1766326078564
427,0.1854,-1539.8688501808385
428,0.18560000000000001,-1542.5581650952095
429,0.18580000000000002,-1545.2445836033355
430,0.18600000000000003,-1547.9281119374036
431,0.18620000000000003,-1550.6087563095077
432,0.1864,-1553.2865229117347
433,0.18660000000000002,-1555.9614179162518
434,0.18680000000000002,-1558.633447475389
435,0.18700000000000003,-1561.3026177217262
436,0.18720000000000003,-1563.9689347681774
437,0.1874,-1566.6324047080743
438,0.18760000000000002,-1569.2930336152501
439,0.18780000000000002,-1571.9508275441215
440,0.18800000000000003,-1574.6057925297737
441,0.18820000000000003,-1577.2579345880397
442,0.1884,-1579.9072597155846
443,0.18860000000000002,-1582.5537738899857
444,0.18880000000000002,-1585.1974830698143
445,0.189,-1587.8383931947146
446,0.18920000000000003,-1590.4765101854855
447,0.1894,-1593.111839944158
448,0.18960000000000002,-1595.7443883540786
449,0.18980000000000002,-1598.3741612799831
450,0.19,-1601.0011645680784
451,0.19020000000000004,-1603.6254040461185
452,0.1904,-1606.246885523484
453,0.19060000000000002,-1608.865614791258
454,0.19080000000000003,-1611.481597622303
455,0.191,-1614.0948397713369
456,0.19120000000000004,-1616.7053469750097
457,0.19140000000000001,-1619.3131249519788
458,0.19160000000000002,-1621.9181794029846
459,0.19180000000000003,-1624.5205160109238
460,0.192,-1627.1201404409258
461,0.19220000000000004,-1629.7170583404247
462,0.19240000000000002,-1632.3112753392347
463,0.19260000000000002,-1634.9027970496222
464,0.19280000000000003,-1637.491629066379
465,0.193,-1640.0777769668948
466,0.19320000000000004,-1642.661246311229
467,0.19340000000000002,-1645.2420426421822
468,0.19360000000000002,-1647.8201714853703
469,0.19380000000000003,-1650.39563834929
470,0.194,-1652.9684487253942
471,0.19420000000000004,-1655.5386080881622
472,0.19440000000000002,-1658.1061218951645
473,0.19460000000000002,-1660.670995587139
474,0.19480000000000003,-1663.233234588056
475,0.195,-1665.792844305187
476,0.19520000000000004,-1668.3498301291763
477,0.19540000000000002,-1670.9041974341055
478,0.19560000000000002,-1673.4559515775636
479,0.19580000000000003,-1676.0050979007142
480,0.196,-1678.5516417283595
481,0.19620000000000004,-1681.0955883690135
482,0.19640000000000002,-1683.6369431149606
483,0.19660000000000002,-1686.1757112423286
484,0.19680000000000003,-1688.7118980111495
485,0.197,-1691.2455086654272
486,0.19720000000000004,-1693.776548433203
487,0.19740000000000002,-1696.305022526618
488,0.19760000000000003,-1698.83093614198
489,0.19780000000000003,-1701.3542944598257
490,0.198,-1703.8751026449856
491,0.19820000000000004,-1706.3933658466487
492,0.19840000000000002,-1708.9090891984206
493,0.19860000000000003,-1711.4222778183926
494,0.19880000000000003,-1713.9329368092003
495,0.199,-1716.441071258086
496,0.19920000000000004,-1718.9466862369627
497,0.19940000000000002,-1721.4497868024728
498,0.19960000000000003,-1723.9503779960523
499,0.19980000000000003,-1726.4484648439884
500,0.2,-1728.944052357483
501,0.20020000000000004,-1731.4371455327127
502,0.20040000000000002,-1733.9277493508855
503,0.20060000000000003,-1736.4158687783054
504,0.20080000000000003,-1738.9015087664284
505,0.201,-1741.3846742519224
506,0.20120000000000002,-1743.8653701567277
507,0.20140000000000002,-1746.3436013881123
508,0.20160000000000003,-1748.819372838733
509,0.20180000000000003,-1751.2926893866927
510,0.202,-1753.7635558955965
511,0.20220000000000002,-1756.2319772146118
512,0.20240000000000002,-1758.6979581785222
513,0.20260000000000003,-1761.1615036077874
514,0.20280000000000004,-1763.622618308598
515,0.203,-1766.0813070729312
516,0.20320000000000002,-1768.5375746786096
517,0.20340000000000003,-1770.9914258893523
518,0.20360000000000003,-1773.4428654548358
519,0.20380000000000004,-1775.8918981107445
520,0.20400000000000001,-1778.338528578828
521,0.20420000000000002,-1780.7827615669562
522,0.20440000000000003,-1783.22460176917
523,0.2046,-1785.6640538657418
524,0.20480000000000004,-1788.1011225232226
525,0.20500000000000002,-1790.535812394499
526,0.20520000000000002,-1792.9681281188475
527,0.20540000000000003,-1795.3980743219845
528,0.2056,-1797.8256556161214
529,0.20580000000000004,-1800.2508766000165
530,0.20600000000000002,-1802.673741859026
531,0.20620000000000002,-1805.0942559651592
532,0.20640000000000003,-1807.512423477126
533,0.2066,-1809.9282489403922
534,0.20680000000000004,-1812.3417368872292
535,0.20700000000000002,-1814.7528918367632
536,0.20720000000000002,-1817.1617182950308
537,0.20740000000000003,-1819.5682207550235
538,0.2076,-1821.9724036967436
539,0.20780000000000004,-1824.3742715872495
540,0.20800000000000002,-1826.7738288807084
541,0.20820000000000002,-1829.1710800184464
542,0.20840000000000003,-1831.5660294289942
543,0.2086,-1833.9586815281407
544,0.20880000000000004,-1836.3490407189781
545,0.20900000000000002,-1838.737111391953
546,0.20920000000000002,-1841.122897924914
547,0.20940000000000003,-1843.5064046831576
548,0.2096,-1845.887636019482
549,0.20980000000000004,-1848.2665962742278
550,0.21000000000000002,-1850.64328977533
551,0.21020000000000003,-1853.0177208383648
552,0.21040000000000003,-1855.389893766593
553,0.2106,-1857.7598128510133
554,0.21080000000000004,-1860.1274823704018
555,0.21100000000000002,-1862.4929065913636
556,0.21120000000000003,-1864.8560897683774
557,0.21140000000000003,-1867.217036143838
558,0.2116,-1869.5757499481094
559,0.21180000000000004,-1871.9322353995626
560,0.21200000000000002,-1874.286496704625
561,0.21220000000000003,-1876.638538057826
562,0.21240000000000003,-1878.988363641838
563,0.2126,-1881.3359776275254
564,0.21280000000000004,-1883.6813841739872
565,0.21300000000000002,-1886.0245874285997
566,0.21320000000000003,-1888.3655915270629
567,0.21340000000000003,-1890.704400593443
568,0.2136,-1893.0410187402167
569,0.21380000000000005,-1895.375450068314
570,0.21400000000000002,-1897.7076986671611
571,0.21420000000000003,-1900.0377686147242
572,0.21440000000000003,-1902.3656639775531
573,0.2146,-1904.6913888108202
574,0.21480000000000005,-1907.0149471583677
575,0.21500000000000002,-1909.336343052746
576,0.21520000000000003,-1911.6555805152573
577,0.21540000000000004,-1913.9726635559982
578,0.2156,-1916.2875961738982
579,0.21580000000000005,-1918.6003823567655
580,0.21600000000000003,-1920.911026081325
581,0.21620000000000003,-1923.219531313259
582,0.21640000000000004,-1925.5259020072524
583,0.21660000000000001,-1927.8301421070262
584,0.21680000000000002,-1930.1322555453853
585,0.21700000000000003,-1932.4322462442542
586,0.21720000000000003,-1934.730118114718
587,0.21740000000000004,-1937.0258750570638
588,0.21760000000000002,-1939.3195209608175
589,0.21780000000000002,-1941.6110597047873
590,0.21800000000000003,-1943.900495157099
591,0.21820000000000003,-1946.1878311752375
592,0.21840000000000004,-1948.4730716060874
593,0.21860000000000002,-1950.7562202859663
594,0.21880000000000002,-1953.0372810406693
595,0.21900000000000003,-1955.316257685505
596,0.21920000000000003,-1957.5931540253323
597,0.21940000000000004,-1959.867973854602
598,0.21960000000000002,-1962.1407209573908
599,0.21980000000000002,-1964.411399107444
600,0.22000000000000003,-1966.6800120682067
601,0.2202,-1968.9465635928668
602,0.22040000000000004,-1971.2110574243914
603,0.22060000000000002,-1973.4734972955584
604,0.22080000000000002,-1975.7338869290024
