,T (K),U (eV),F (eV),S (eV/K)
1038,1338.0,0.04572627572085253,-0.19056468009818556,0.00017660010019106276
1039,1339.0,0.04578450974642578,-0.19074130196176683,0.0001766436071431038
1040,1340.0,0.04584273416588758,-0.19091796731247176,0.00017668707444373766
1041,1341.0,0.045900948914493256,-0.1910946761106543,0.00017673050210384456
1042,1342.0,0.04595915392772554,-0.19127142831667945,0.00017677389013436018
1043,1343.0,0.04601734914118083,-0.19144822389092303,0.00017681723854637288
1044,1344.0,0.046075534490739756,-0.1916250627937722,0.0001768605473511653
1045,1345.0,0.046133709912368204,-0.19180194498562536,0.0001769038165600617
1046,1346.0,0.04619187534248681,-0.19197887042689232,0.00017694704618458068
1047,1347.0,0.04625003071748779,-0.19215583907799452,0.00017699023623632404
1048,1348.0,0.046308175974075994,-0.19233285089936497,0.00017703338672706015
1049,1349.0,0.04636631104921207,-0.19250990585144864,0.00017707649766869615
1050,1350.0,0.046424435879885095,-0.19268700389470236,0.00017711956907316695
1051,1351.0,0.04648255040348204,-0.19286414498959498,0.00017716260095262948
1052,1352.0,0.04654065455753198,-0.19304132909660762,0.00017720559331940722
1053,1353.0,0.04659874827976296,-0.1932185561762338,0.00017724854618582364
1054,1354.0,0.04665683150798827,-0.19339582618897927,0.00017729145956438264
1055,1355.0,0.04671490418050439,-0.19357313909536256,0.00017733433346774075
1056,1356.0,0.04677296623557936,-0.19375049485591475,0.00017737716790863778
1057,1357.0,0.046831017611765446,-0.19392789343117983,0.00017741996289999395
1058,1358.0,0.046889058247813864,-0.19410533478171474,0.00017746271845477113
1059,1359.0,0.04694708808261794,-0.19428281886808937,0.00017750543458611157
1060,1360.0,0.04700510705549732,-0.19446034565088696,0.00017754811130726855
1061,1361.0,0.04706311510565797,-0.1946379150907039,0.00017759074863156477
1062,1362.0,0.047121112172760604,-0.1948155271481501,0.00017763334657251717
1063,1363.0,0.047179098196551195,-0.19499318178384895,0.00017767590514375375
1064,1364.0,0.047237073116889405,-0.1951708789584376,0.00017771842435891638
1065,1365.0,0.04729503687411807,-0.19534861863256678,0.00017776090423192448
1066,1366.0,0.047352989408580015,-0.19552640076690145,0.0001778033447767391
1067,1367.0,0.04741093066076019,-0.19570422532212026,0.00017784574600736291
1068,1368.0,0.04746886057145616,-0.19588209225891617,0.00017788810793803456
1069,1369.0,0.047526779081692894,-0.19606000153799633,0.00017793043058304814
1070,1370.0,0.04758468613272271,-0.19623795312008227,0.00017797271395686431
1071,1371.0,0.04764258166576951,-0.19641594696591005,0.00017801495807398537
1072,1372.0,0.04770046562245511,-0.19659398303623024,0.00017805716294902463
1073,1373.0,0.047758337944515006,-0.1967720612918081,0.0001780993285967758
1074,1374.0,0.047816198574139435,-0.1969501816934238,0.00017814145503212975
1075,1375.0,0.04787404745329127,-0.19712834420187236,0.0001781835422700745
1076,1376.0,0.047931884524416546,-0.19730654877796394,0.0001782255903256813
1077,1377.0,0.04798970973004657,-0.19748479538252373,0.00017826759921414637
1078,1378.0,0.04804752301296844,-0.19766308397639223,0.0001783095689508324
1079,1379.0,0.048105324316139786,-0.1978414145204254,0.0001783514995511576
1080,1380.0,0.04816311358271719,-0.19801978697549455,0.00017839339103062346
1081,1381.0,0.04822089075611302,-0.19819820130248664,0.0001784352434049119
1082,1382.0,0.04827865577985335,-0.19837665746230437,0.00017847705668976033
1083,1383.0,0.04833640859760635,-0.19855515541586616,0.00017851883090104492
1084,1384.0,0.04839414915340967,-0.19873369512410646,0.00017856056605472514
1085,1385.0,0.048451877391414655,-0.1989122765479756,0.0001786022621668576
1086,1386.0,0.04850959325591475,-0.19909089964844018,0.00017864391925365153
1087,1387.0,0.048567296691430784,-0.1992695643864829,0.00017868553733135784
1088,1388.0,0.048624987642654105,-0.1994482707231029,0.00017872711641638006
1089,1389.0,0.04868266605458871,-0.19962701861931567,0.00017876865652523277
1090,1390.0,0.04874033187218174,-0.19980580803615336,0.00017881015767447217
1091,1391.0,0.048797985040920366,-0.19998463893466462,0.000178851619880821
1092,1392.0,0.04885562550626332,-0.200163511275915,0.0001788930431610991
1093,1393.0,0.048913253213754615,-0.20034242502098681,0.00017893442753216804
1094,1394.0,0.04897086810942142,-0.20052138013097934,0.00017897577301105583
1095,1395.0,0.0490284701392909,-0.20070037656700893,0.00017901707961483215
1096,1396.0,0.049086059249560776,-0.200879414290209,0.00017905834736073323
1097,1397.0,0.049143635386656115,-0.2010584932617304,0.00017909957626606465
1098,1398.0,0.04920119849742832,-0.20123761344274113,0.0001791407663482153
1099,1399.0,0.049258748528444585,-0.20141677479442682,0.00017918191762469893
1100,1400.0,0.04931628542684052,-0.20159597727799053,0.0001792230301130987
1101,1401.0,0.049373809139893865,-0.20177522085465302,0.0001792641038311088
1102,1402.0,0.04943131961488234,-0.20195450548565275,0.00017930513879653442
1103,1403.0,0.04948881679942474,-0.2021338311322461,0.00017934613502726404
1104,1404.0,0.049546300641225116,-0.20231319775570727,0.00017938709254124163
1105,1405.0,0.04960377108844227,-0.20249260531732857,0.0001794280113565916
1106,1406.0,0.049661228089007636,-0.20267205377842046,0.0001794688914914938
1107,1407.0,0.049718671591307384,-0.20285154310031156,0.00017950973296415595
1108,1408.0,0.04977610154392664,-0.20303107324434877,0.00017955053579297997
1109,1409.0,0.049833517895535806,-0.20321064417189752,0.0001795912999964372
1110,1410.0,0.04989092059500422,-0.20339025584434164,0.0001796320255930406
1111,1411.0,0.0499483095914286,-0.2035699082230836,0.0001796727126014419
1112,1412.0,0.05000568483401935,-0.20374960126954453,0.00017971336104037616
1113,1413.0,0.05006304627232794,-0.20392933494516435,0.00017975397092864775
1114,1414.0,0.05012039385587741,-0.20410910921140182,0.000179794542285186
1115,1415.0,0.05017772753453187,-0.20428892402973473,0.0001798350751289618
1116,1416.0,0.050235047258240684,-0.20446877936165975,0.00017987556947905714
1117,1417.0,0.05029235297720902,-0.20464867516869284,0.0001799160253547205
1118,1418.0,0.05034964464186942,-0.2048286114123692,0.000179956442775131
1119,1419.0,0.050406922202654414,-0.2050085880542431,0.00017999682175968978
1120,1420.0,0.05046418561033761,-0.20518860505588857,0.00018003716232783962
1121,1421.0,0.05052143481580629,-0.20536866237889878,0.00018007746449910655
1122,1422.0,0.05057866977020353,-0.20554875998488678,0.0001801177282931138
