,T (K),U (eV),F (eV),S (eV/K)
298,598.0,0.0016211326239634616,-0.09263154592746548,0.00015761315435935952
299,599.0,0.0016358184309730461,-0.09278917132635951,0.00015763769192703864
300,600.0,0.0016505868738079243,-0.09294682131131955,0.00015766232640612027
301,601.0,0.0016654380432541416,-0.09310449597917175,0.00015768705762505414
302,602.0,0.0016803720284279677,-0.09326219542656966,0.0001577118854102777
303,603.0,0.001695388916669316,-0.09341991974999231,0.00015773680958624386
304,604.0,0.0017104887936589819,-0.09357766904574215,0.00015776182997545574
305,605.0,0.0017256717433618007,-0.09373544340994322,0.00015778694639851515
306,606.0,0.0017409378480266469,-0.09389324293853918,0.00015781215867408105
307,607.0,0.0017562871882432773,-0.09405106772729138,0.0001578374666188903
308,608.0,0.0017717198428464087,-0.09420891787177696,0.00015786287004781324
309,609.0,0.0017872358890578255,-0.09436679346738701,0.0001578883687738536
310,610.0,0.0018028354023371662,-0.09452469460932467,0.0001579139626081763
311,611.0,0.0018185184564956103,-0.09468262139260336,0.00015793965136010057
312,612.0,0.0018342851236781144,-0.09484057391204487,0.00015796543483713454
313,613.0,0.0018501354743278853,-0.09499855226227763,0.00015799131284501694
314,614.0,0.0018660695772148017,-0.0951565565377349,0.00015801728518765462
315,615.0,0.0018820874994602832,-0.09531458683265294,0.00015804335166724748
316,616.0,0.001898189306501763,-0.0954726432410694,0.00015806951208425374
317,617.0,0.001914375062117557,-0.09563072585682145,0.00015809576623736915
318,618.0,0.0019306448284410749,-0.09578883477354413,0.0001581221139236033
319,619.0,0.0019469986659537142,-0.09594697008466865,0.00015814855493829355
320,620.0,0.0019634366334386755,-0.09610513188342072,0.00015817508907507022
321,621.0,0.001979958788119518,-0.0962633202628188,0.00015820171612593997
322,622.0,0.001996565185507393,-0.0964215353156726,0.00015822843588127883
323,623.0,0.002013255879496967,-0.09657977713458135,0.00015825524812979747
324,624.0,0.002030030922369974,-0.0967380458119322,0.00015828215265865225
325,625.0,0.002046890364763243,-0.09689634143989866,0.00015830914925338974
326,626.0,0.002063834255679353,-0.09705466411043898,0.00015833623769801602
327,627.0,0.002080862642515058,-0.09721301391529469,0.00015836341777494822
328,628.0,0.002097975571057731,-0.09737139094598887,0.0001583906892650977
329,629.0,0.002115173085496025,-0.09752979529382488,0.00015841805194786313
330,630.0,0.002132455228355923,-0.0976882270498846,0.00015844550560110277
331,631.0,0.002149822040628635,-0.09784668630502709,0.00015847305000126627
332,632.0,0.0021672735616817818,-0.09800517314988713,0.0001585006849232698
333,633.0,0.002184809829284262,-0.09816368767487363,0.00015852841014060703
334,634.0,0.002202430879631123,-0.09832222997016835,0.00015855622542535613
335,635.0,0.002220136747340007,-0.09848080012572434,0.00015858413054815196
336,636.0,0.0022379274654369397,-0.09863939823126465,0.00015861212527823465
337,637.0,0.002255803065370543,-0.09879802437628081,0.00015864020938349127
338,638.0,0.002273763577054666,-0.09895667865003163,0.0001586683826304211
339,639.0,0.0022918090288186477,-0.09911536114154165,0.00015869664478417728
340,640.0,0.0023099394474428436,-0.09927407193959999,0.00015872499560858067
341,641.0,0.0023281548581479683,-0.09943281113275881,0.00015875343486613375
342,642.0,0.0023464552846093056,-0.09959157880933225,0.00015878196231806224
343,643.0,0.0023648407489744727,-0.09975037505739494,0.00015881057772426654
344,644.0,0.002383311271834998,-0.09990919996478079,0.00015883928084341192
345,645.0,0.0024018668722760594,-0.10006805361908176,0.00015886807143291465
346,646.0,0.0024205075678622734,-0.10022693610764662,0.00015889694924893505
347,647.0,0.002439233374573746,-0.10038584751757963,0.00015892591404643303
348,648.0,0.0024580443069766034,-0.10054478793573948,0.00015895496557916805
349,649.0,0.002476940378066672,-0.10070375744873797,0.00015898410359969223
350,650.0,0.0024959215993192174,-0.10086275614293887,0.00015901332785939193
351,651.0,0.002514987980774208,-0.10102178410445675,0.00015904263810849473
352,652.0,0.0025341395309155246,-0.10118084141915586,0.00015907203409612491
353,653.0,0.002553376256798856,-0.101339928172649,0.00015910151557026186
354,654.0,0.0025726981639735413,-0.10149904445029638,0.00015913108227774003
355,655.0,0.002592105256489674,-0.10165819033720448,0.00015916073396432528
356,656.0,0.002611597536954946,-0.10181736591822503,0.00015919047037473572
357,657.0,0.0026311750065204365,-0.10197657127795395,0.00015922029125258613
358,658.0,0.0026508376648592957,-0.1021358065007302,0.0001592501963404644
